location,iso_code,continent,date,total_cases,total_deaths,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,new_cases_per_million,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_per_million,total_deaths_per_million,new_deaths_smoothed_per_million
Democratic Republic of Congo,COD,Africa,10/20/2022,206,0,6,0,0.86,0,0.061,2.081,0.009,0,0,0
Denmark,DNK,Europe,10/20/2022,191,0,0,0,0.29,0,0,32.471,0.049,0,0,0
Dominican Republic,DOM,North America,10/20/2022,52,0,0,0,0,0,0,4.631,0,0,0,0
Ecuador,ECU,South America,10/20/2022,212,1,27,0,3.86,0,1.5,11.777,0.214,0,0.056,0
El Salvador,SLV,North America,10/20/2022,11,0,0,0,0.14,0,0,1.736,0.022,0,0,0
Estonia,EST,Europe,10/20/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,10/20/2022,41,0,0,0,0,0,0,7.4,0,0,0,0
France,FRA,Europe,10/20/2022,4084,0,0,0,2.86,0,0,60.224,0.042,0,0,0
Georgia,GEO,Asia,10/20/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,10/20/2022,3656,0,0,0,0.71,0,0,43.853,0.009,0,0,0
Ghana,GHA,Africa,10/20/2022,104,4,0,0,0,0,0,3.107,0,0,0.119,0
Gibraltar,GIB,Europe,10/20/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,10/20/2022,82,0,0,0,0,0,0,7.896,0,0,0,0
Greenland,GRL,North America,10/20/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,10/20/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,10/20/2022,66,0,5,0,3.29,0,0.28,3.699,0.184,0,0,0
Guyana,GUY,South America,10/20/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,10/20/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,10/20/2022,79,0,0,0,0.14,0,0,7.926,0.014,0,0,0
Iceland,ISL,Europe,10/20/2022,16,0,0,0,0,0,0,42.907,0,0,0,0
India,IND,Asia,10/20/2022,17,1,5,0,0.71,0,0.004,0.012,0.001,0,0.001,0
Indonesia,IDN,Asia,10/20/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,10/20/2022,200,0,0,0,0.29,0,0,39.816,0.058,0,0,0
Israel,ISR,Asia,10/20/2022,257,0,0,0,0.43,0,0,27.199,0.046,0,0,0
Italy,ITA,Europe,10/20/2022,888,0,0,0,4.57,0,0,15.041,0.077,0,0,0
Jamaica,JAM,North America,10/20/2022,14,0,0,0,0,0,0,4.952,0,0,0,0
Latvia,LVA,Europe,10/20/2022,6,0,0,0,0,0,0,3.242,0,0,0,0
Lebanon,LBN,,10/20/2022,18,0,0,0,0.57,0,0,3.279,0.104,0,0,0
Liberia,LBR,,10/20/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,10/20/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,10/20/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,10/20/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,10/20/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,10/20/2022,2468,0,0,0,45.86,0,0,19.356,0.36,0,0,0
Moldova,MDA,,10/20/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,10/20/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,10/20/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,10/20/2022,1,0,0,0,0,0,0,0.03,0,0,0,0
Netherlands,NLD,,10/20/2022,1230,0,4,0,1,0,0.228,70.03,0.057,0,0,0
New Zealand,NZL,,10/20/2022,27,0,0,0,0.57,0,0,5.207,0.11,0,0,0
Nigeria,NGA,,10/20/2022,552,7,22,0,3.14,0,0.101,2.526,0.014,0,0.032,0
Norway,NOR,,10/20/2022,92,0,0,0,0,0,0,16.929,0,0,0,0
Panama,PAN,,10/20/2022,16,0,0,0,0,0,0,3.629,0,0,0,0
Paraguay,PRY,,10/20/2022,2,0,0,0,0,0,0,0.295,0,0,0,0
Peru,PER,,10/20/2022,2913,0,0,0,20.71,0,0,85.552,0.608,0,0,0
Poland,POL,,10/20/2022,201,0,0,0,0.71,0,0,5.043,0.018,0,0,0
Portugal,PRT,,10/20/2022,940,0,0,0,1.43,0,0,91.521,0.139,0,0,0
Puerto Rico,PRI,,10/20/2022,194,0,0,0,0.43,0,0,59.648,0.132,0,0,0
Romania,ROU,,10/20/2022,41,0,0,0,0,0,0,2.086,0,0,0,0
Russia,RUS,,10/20/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,10/20/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,10/20/2022,1,0,0,0,0,0,0,29.682,0,0,0,0
Serbia,SRB,,10/20/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,10/20/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,10/20/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,10/20/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,10/20/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,10/20/2022,7277,2,0,0,5.43,0,0,153.011,0.114,0,0.042,0
Sweden,SWE,,10/20/2022,207,0,0,0,0.71,0,0,19.622,0.067,0,0,0
Switzerland,CHE,,10/20/2022,542,0,0,0,3,0,0,62.01,0.343,0,0,0
Thailand,THA,,10/20/2022,11,0,0,0,0.14,0,0,0.153,0.002,0,0,0
Turkey,TUR,,10/20/2022,12,0,0,0,0,0,0,0.141,0,0,0,0
Ukraine,UKR,,10/20/2022,5,0,0,0,0,0,0,0.126,0,0,0,0
United Kingdom,GBR,,10/20/2022,3686,0,0,0,4.57,0,0,54.6,0.068,0,0,0
United States,USA,,10/20/2022,27444,4,77,1,87.14,0.29,0.228,81.126,0.258,0.003,0.012,0.001
Uruguay,URY,,10/20/2022,11,0,0,0,0.29,0,0,3.214,0.085,0,0,0
Venezuela,VEN,,10/20/2022,10,0,0,0,0.29,0,0,0.353,0.01,0,0,0
World,OWID_WRL,,10/20/2022,75018,32,204,1,296.29,0.57,0.026,9.407,0.037,0,0.004,0
Andorra,AND,Europe,10/19/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,10/19/2022,524,0,0,0,6.29,0,0,11.514,0.138,0,0,0
Aruba,ABW,North America,10/19/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,10/19/2022,140,0,0,0,0.29,0,0,5.348,0.011,0,0,0
Austria,AUT,Europe,10/19/2022,323,0,2,0,0.43,0,0.224,36.131,0.048,0,0,0
Bahamas,BHS,North America,10/19/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,10/19/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,10/19/2022,784,1,5,0,0.71,0,0.429,67.262,0.061,0,0.086,0
Benin,BEN,Africa,10/19/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,10/19/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,10/19/2022,235,0,1,0,2.29,0,0.082,19.224,0.187,0,0,0
Bosnia and Herzegovina,BIH,Europe,10/19/2022,9,0,0,0,0,0,0,2.783,0,0,0,0
Brazil,BRA,South America,10/19/2022,8725,7,73,0,37.71,0.29,0.339,40.522,0.175,0,0.033,0.001
Bulgaria,BGR,Europe,10/19/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,10/19/2022,8,2,0,0,0,0,0,0.287,0,0,0.072,0
Canada,CAN,North America,10/19/2022,1410,0,0,0,0,0,0,36.667,0,0,0,0
Central African Republic,CAF,Africa,10/19/2022,10,0,0,0,0,0,0,1.792,0,0,0,0
Chile,CHL,South America,10/19/2022,1116,0,38,0,14.86,0,1.938,56.928,0.758,0,0,0
Colombia,COL,South America,10/19/2022,3110,0,380,0,54.29,0,7.325,59.953,1.047,0,0,0
Congo,COG,Africa,10/19/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,10/19/2022,7,0,0,0,0.14,0,0,1.351,0.027,0,0,0
Croatia,HRV,Europe,10/19/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,10/19/2022,4,1,0,0,0,0,0,0.357,0,0,0.089,0
Curacao,CUW,North America,10/19/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,10/19/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,10/19/2022,70,1,0,0,0,0,0,6.67,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,10/19/2022,200,0,0,0,0,0,0,2.02,0,0,0,0
Denmark,DNK,Europe,10/19/2022,191,0,2,0,0.29,0,0.34,32.471,0.049,0,0,0
Dominican Republic,DOM,North America,10/19/2022,52,0,0,0,0,0,0,4.631,0,0,0,0
Ecuador,ECU,South America,10/19/2022,185,1,0,0,0,0,0,10.277,0,0,0.056,0
El Salvador,SLV,North America,10/19/2022,11,0,0,0,0.14,0,0,1.736,0.022,0,0,0
Estonia,EST,Europe,10/19/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,10/19/2022,41,0,0,0,0,0,0,7.4,0,0,0,0
France,FRA,Europe,10/19/2022,4084,0,20,0,5.86,0,0.295,60.224,0.086,0,0,0
Georgia,GEO,Asia,10/19/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,10/19/2022,3656,0,5,0,0.71,0,0.06,43.853,0.009,0,0,0
Ghana,GHA,Africa,10/19/2022,104,4,0,0,0.14,0,0,3.107,0.004,0,0.119,0
Gibraltar,GIB,Europe,10/19/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,10/19/2022,82,0,0,0,0,0,0,7.896,0,0,0,0
Greenland,GRL,North America,10/19/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,10/19/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,10/19/2022,61,0,0,0,2.57,0,0,3.419,0.144,0,0,0
Guyana,GUY,South America,10/19/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,10/19/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,10/19/2022,79,0,1,0,0.14,0,0.1,7.926,0.014,0,0,0
Iceland,ISL,Europe,10/19/2022,16,0,0,0,0,0,0,42.907,0,0,0,0
India,IND,Asia,10/19/2022,12,1,0,0,0,0,0,0.008,0,0,0.001,0
Indonesia,IDN,Asia,10/19/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,10/19/2022,200,0,2,0,0.29,0,0.398,39.816,0.058,0,0,0
Israel,ISR,Asia,10/19/2022,257,0,3,0,0.43,0,0.317,27.199,0.046,0,0,0
Italy,ITA,Europe,10/19/2022,888,0,7,0,4.57,0,0.119,15.041,0.077,0,0,0
Jamaica,JAM,North America,10/19/2022,14,0,0,0,0,0,0,4.952,0,0,0,0
Latvia,LVA,Europe,10/19/2022,6,0,0,0,0,0,0,3.242,0,0,0,0
Lebanon,LBN,,10/19/2022,18,0,0,0,0.57,0,0,3.279,0.104,0,0,0
Liberia,LBR,,10/19/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,10/19/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,10/19/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,10/19/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,10/19/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,10/19/2022,2468,0,321,0,71.43,0,2.518,19.356,0.56,0,0,0
Moldova,MDA,,10/19/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,10/19/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,10/19/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,10/19/2022,1,0,0,0,0,0,0,0.03,0,0,0,0
Netherlands,NLD,,10/19/2022,1226,0,3,0,0.43,0,0.171,69.802,0.024,0,0,0
New Zealand,NZL,,10/19/2022,27,0,0,0,0.57,0,0,5.207,0.11,0,0,0
Nigeria,NGA,,10/19/2022,530,7,0,0,18.57,0,0,2.425,0.085,0,0.032,0
Norway,NOR,,10/19/2022,92,0,0,0,0,0,0,16.929,0,0,0,0
Panama,PAN,,10/19/2022,16,0,0,0,0,0,0,3.629,0,0,0,0
Paraguay,PRY,,10/19/2022,2,0,0,0,0,0,0,0.295,0,0,0,0
Peru,PER,,10/19/2022,2913,0,93,0,20.71,0,2.731,85.552,0.608,0,0,0
Poland,POL,,10/19/2022,201,0,5,0,0.71,0,0.125,5.043,0.018,0,0,0
Portugal,PRT,,10/19/2022,940,0,0,0,1.43,0,0,91.521,0.139,0,0,0
Puerto Rico,PRI,,10/19/2022,194,0,2,0,0.71,0,0.615,59.648,0.218,0,0,0
Romania,ROU,,10/19/2022,41,0,0,0,0,0,0,2.086,0,0,0,0
Russia,RUS,,10/19/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,10/19/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,10/19/2022,1,0,0,0,0,0,0,29.682,0,0,0,0
Serbia,SRB,,10/19/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,10/19/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,10/19/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,10/19/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,10/19/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,10/19/2022,7277,2,38,0,5.43,0,0.799,153.011,0.114,0,0.042,0
Sudan,SDN,,10/19/2022,18,1,1,0,0.14,0,0.021,0.384,0.003,0,0.021,0
Sweden,SWE,,10/19/2022,207,0,1,0,0.71,0,0.095,19.622,0.067,0,0,0
Switzerland,CHE,,10/19/2022,542,0,21,0,3,0,2.403,62.01,0.343,0,0,0
Thailand,THA,,10/19/2022,11,0,0,0,0.14,0,0,0.153,0.002,0,0,0
Turkey,TUR,,10/19/2022,12,0,0,0,0,0,0,0.141,0,0,0,0
Ukraine,UKR,,10/19/2022,5,0,0,0,0,0,0,0.126,0,0,0,0
United Kingdom,GBR,,10/19/2022,3686,0,13,0,4.57,0,0.193,54.6,0.068,0,0,0
United States,USA,,10/19/2022,27367,3,239,1,110.43,0.14,0.706,80.898,0.326,0.003,0.009,0
Uruguay,URY,,10/19/2022,11,0,0,0,0.29,0,0,3.214,0.085,0,0,0
Venezuela,VEN,,10/19/2022,10,0,0,0,0.29,0,0,0.353,0.01,0,0,0
Vietnam,VNM,,10/19/2022,2,0,1,0,0.14,0,0.01,0.02,0.001,0,0,0
World,OWID_WRL,,10/19/2022,74814,31,1277,1,372.43,0.43,0.16,9.381,0.047,0,0.004,0
Andorra,AND,Europe,10/18/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,10/18/2022,524,0,0,0,6.43,0,0,11.514,0.141,0,0,0
Aruba,ABW,North America,10/18/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,10/18/2022,140,0,2,0,0.29,0,0.076,5.348,0.011,0,0,0
Austria,AUT,Europe,10/18/2022,321,0,0,0,0.57,0,0,35.908,0.064,0,0,0
Bahamas,BHS,North America,10/18/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,10/18/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,10/18/2022,779,1,0,0,0.14,0,0,66.833,0.012,0,0.086,0
Benin,BEN,Africa,10/18/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,10/18/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,10/18/2022,234,0,3,0,2.71,0,0.245,19.142,0.222,0,0,0
Bosnia and Herzegovina,BIH,Europe,10/18/2022,9,0,0,0,0.43,0,0,2.783,0.133,0,0,0
Brazil,BRA,South America,10/18/2022,8652,7,0,0,44.57,0.43,0,40.183,0.207,0,0.033,0.002
Bulgaria,BGR,Europe,10/18/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,10/18/2022,8,2,0,0,0,0,0,0.287,0,0,0.072,0
Canada,CAN,North America,10/18/2022,1410,0,0,0,0,0,0,36.667,0,0,0,0
Central African Republic,CAF,Africa,10/18/2022,10,0,0,0,0,0,0,1.792,0,0,0,0
Chile,CHL,South America,10/18/2022,1078,0,14,0,14.43,0,0.714,54.99,0.736,0,0,0
Colombia,COL,South America,10/18/2022,2730,0,0,0,39.57,0,0,52.627,0.763,0,0,0
Congo,COG,Africa,10/18/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,10/18/2022,7,0,0,0,0.14,0,0,1.351,0.027,0,0,0
Croatia,HRV,Europe,10/18/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,10/18/2022,4,1,0,0,0,0,0,0.357,0,0,0.089,0
Curacao,CUW,North America,10/18/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,10/18/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,10/18/2022,70,1,0,0,0,0,0,6.67,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,10/18/2022,200,0,0,0,0,0,0,2.02,0,0,0,0
Denmark,DNK,Europe,10/18/2022,189,0,0,0,0,0,0,32.131,0,0,0,0
Dominican Republic,DOM,North America,10/18/2022,52,0,0,0,0,0,0,4.631,0,0,0,0
Ecuador,ECU,South America,10/18/2022,185,1,0,0,6.14,0,0,10.277,0.341,0,0.056,0
El Salvador,SLV,North America,10/18/2022,11,0,1,0,0.14,0,0.158,1.736,0.022,0,0,0
Estonia,EST,Europe,10/18/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,10/18/2022,41,0,0,0,0,0,0,7.4,0,0,0,0
France,FRA,Europe,10/18/2022,4064,0,0,0,3,0,0,59.93,0.044,0,0,0
Georgia,GEO,Asia,10/18/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,10/18/2022,3651,0,0,0,0,0,0,43.793,0,0,0,0
Ghana,GHA,Africa,10/18/2022,104,4,0,0,0.14,0,0,3.107,0.004,0,0.119,0
Gibraltar,GIB,Europe,10/18/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,10/18/2022,82,0,0,0,0,0,0,7.896,0,0,0,0
Greenland,GRL,North America,10/18/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,10/18/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,10/18/2022,61,0,6,0,2.71,0,0.336,3.419,0.152,0,0,0
Guyana,GUY,South America,10/18/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,10/18/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,10/18/2022,78,0,0,0,0,0,0,7.826,0,0,0,0
Iceland,ISL,Europe,10/18/2022,16,0,0,0,0,0,0,42.907,0,0,0,0
India,IND,Asia,10/18/2022,12,1,0,0,0,0,0,0.008,0,0,0.001,0
Indonesia,IDN,Asia,10/18/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,10/18/2022,198,0,0,0,0,0,0,39.418,0,0,0,0
Israel,ISR,Asia,10/18/2022,254,0,0,0,0,0,0,26.881,0,0,0,0
Italy,ITA,Europe,10/18/2022,881,0,0,0,3.57,0,0,14.923,0.06,0,0,0
Jamaica,JAM,North America,10/18/2022,14,0,0,0,0,0,0,4.952,0,0,0,0
Latvia,LVA,Europe,10/18/2022,6,0,0,0,0,0,0,3.242,0,0,0,0
Lebanon,LBN,,10/18/2022,18,0,0,0,0.57,0,0,3.279,0.104,0,0,0
Liberia,LBR,,10/18/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,10/18/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,10/18/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,10/18/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,10/18/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,10/18/2022,2147,0,0,0,25.57,0,0,16.839,0.201,0,0,0
Moldova,MDA,,10/18/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,10/18/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,10/18/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,10/18/2022,1,0,0,0,0,0,0,0.03,0,0,0,0
Netherlands,NLD,,10/18/2022,1223,0,0,0,0,0,0,69.631,0,0,0,0
New Zealand,NZL,,10/18/2022,27,0,0,0,0.57,0,0,5.207,0.11,0,0,0
Nigeria,NGA,,10/18/2022,530,7,0,0,18.57,0,0,2.425,0.085,0,0.032,0
Norway,NOR,,10/18/2022,92,0,0,0,0,0,0,16.929,0,0,0,0
Panama,PAN,,10/18/2022,16,0,0,0,0,0,0,3.629,0,0,0,0
Paraguay,PRY,,10/18/2022,2,0,0,0,0,0,0,0.295,0,0,0,0
Peru,PER,,10/18/2022,2820,0,35,0,33.29,0,1.028,82.82,0.978,0,0,0
Poland,POL,,10/18/2022,196,0,0,0,0,0,0,4.918,0,0,0,0
Portugal,PRT,,10/18/2022,940,0,0,0,1.43,0,0,91.521,0.139,0,0,0
Puerto Rico,PRI,,10/18/2022,192,0,1,0,0.57,0,0.307,59.033,0.175,0,0,0
Romania,ROU,,10/18/2022,41,0,0,0,0,0,0,2.086,0,0,0,0
Russia,RUS,,10/18/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,10/18/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,10/18/2022,1,0,0,0,0,0,0,29.682,0,0,0,0
Serbia,SRB,,10/18/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,10/18/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,10/18/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,10/18/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,10/18/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,10/18/2022,7239,2,0,0,0,0,0,152.212,0,0,0.042,0
Sudan,SDN,,10/18/2022,17,1,0,0,0,0,0,0.363,0,0,0.021,0
Sweden,SWE,,10/18/2022,206,0,0,0,0.57,0,0,19.527,0.054,0,0,0
Switzerland,CHE,,10/18/2022,521,0,0,0,0,0,0,59.608,0,0,0,0
Thailand,THA,,10/18/2022,11,0,1,0,0.14,0,0.014,0.153,0.002,0,0,0
Turkey,TUR,,10/18/2022,12,0,0,0,0,0,0,0.141,0,0,0,0
Ukraine,UKR,,10/18/2022,5,0,0,0,0,0,0,0.126,0,0,0,0
United Kingdom,GBR,,10/18/2022,3673,0,0,0,2.71,0,0,54.408,0.04,0,0,0
United States,USA,,10/18/2022,27128,2,0,0,105,0,0,80.192,0.31,0,0.006,0
Uruguay,URY,,10/18/2022,11,0,0,0,0.29,0,0,3.214,0.085,0,0,0
Venezuela,VEN,,10/18/2022,10,0,0,0,0.29,0,0,0.353,0.01,0,0,0
Vietnam,VNM,,10/18/2022,1,0,0,0,0,0,0,0.01,0,0,0,0
World,OWID_WRL,,10/18/2022,73537,30,63,0,314.57,0.43,0.008,9.221,0.039,0,0.004,0
Andorra,AND,Europe,10/17/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,10/17/2022,524,0,0,0,6.43,0,0,11.514,0.141,0,0,0
Aruba,ABW,North America,10/17/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,10/17/2022,138,0,0,0,0,0,0,5.272,0,0,0,0
Austria,AUT,Europe,10/17/2022,321,0,1,0,0.57,0,0.112,35.908,0.064,0,0,0
Bahamas,BHS,North America,10/17/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,10/17/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,10/17/2022,779,1,0,0,0.57,0,0,66.833,0.049,0,0.086,0
Benin,BEN,Africa,10/17/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,10/17/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,10/17/2022,231,0,0,0,2.29,0,0,18.897,0.187,0,0,0
Bosnia and Herzegovina,BIH,Europe,10/17/2022,9,0,0,0,0.43,0,0,2.783,0.133,0,0,0
Brazil,BRA,South America,10/17/2022,8652,7,0,1,44.57,0.57,0,40.183,0.207,0.005,0.033,0.003
Bulgaria,BGR,Europe,10/17/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,10/17/2022,8,2,0,0,0,0,0,0.287,0,0,0.072,0
Canada,CAN,North America,10/17/2022,1410,0,0,0,0,0,0,36.667,0,0,0,0
Central African Republic,CAF,Africa,10/17/2022,10,0,0,0,0,0,0,1.792,0,0,0,0
Chile,CHL,South America,10/17/2022,1064,0,0,0,12.43,0,0,54.275,0.634,0,0,0
Colombia,COL,South America,10/17/2022,2730,0,0,0,39.57,0,0,52.627,0.763,0,0,0
Congo,COG,Africa,10/17/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,10/17/2022,7,0,0,0,0.14,0,0,1.351,0.027,0,0,0
Croatia,HRV,Europe,10/17/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,10/17/2022,4,1,0,0,0,0,0,0.357,0,0,0.089,0
Curacao,CUW,North America,10/17/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,10/17/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,10/17/2022,70,1,0,0,0,0,0,6.67,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,10/17/2022,200,0,0,0,0,0,0,2.02,0,0,0,0
Denmark,DNK,Europe,10/17/2022,189,0,0,0,0.29,0,0,32.131,0.049,0,0,0
Dominican Republic,DOM,North America,10/17/2022,52,0,0,0,0,0,0,4.631,0,0,0,0
Ecuador,ECU,South America,10/17/2022,185,1,0,0,6.14,0,0,10.277,0.341,0,0.056,0
El Salvador,SLV,North America,10/17/2022,10,0,0,0,0.14,0,0,1.578,0.022,0,0,0
Estonia,EST,Europe,10/17/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,10/17/2022,41,0,0,0,0,0,0,7.4,0,0,0,0
France,FRA,Europe,10/17/2022,4064,0,0,0,3,0,0,59.93,0.044,0,0,0
